hora_requisicao,codigo_linha,nome_linha,letreiro,codigo_onibus,x,y,hora_gps,geometry,ponto_final,hora_final,distancia_percorrida,segundos_deslocamento
14:02:00,33516,3539-10,METRÔ BRESSER - CID. TIRADENTES,48939,-46.417823625,-23.5924525,2025-10-16 14:02:20-03:00,POINT (355331.0311848037 7390176.952986555),,,,
14:02:00,2169,407N-10,METRÔ PENHA - TERM. CID. TIRADENTES,48947,-46.503673500000005,-23.57354,2025-10-16 14:02:07-03:00,POINT (346547.9271270869 7392181.794492344),,,,
14:02:00,2199,407L-10,METRÔ GUILHERMINA/ESPERANÇA - BARRO BRANCO,48949,-46.41639,-23.5761405,2025-10-16 14:02:11-03:00,POINT (355459.4641611056 7391984.647457872),,,,
14:02:00,2199,407L-10,METRÔ GUILHERMINA/ESPERANÇA - BARRO BRANCO,48956,-46.39184675,-23.58788875,2025-10-16 14:02:12-03:00,POINT (357977.05251571216 7390708.318279382),,,,
14:02:00,2200,407P-10,METRÔ TATUAPÉ - TERM. CID. TIRADENTES,48961,-46.4146645,-23.581291,2025-10-16 14:02:23-03:00,POINT (355641.20732965454 7391416.068098878),,,,
14:02:00,33516,3539-10,METRÔ BRESSER - CID. TIRADENTES,48967,-46.464689875000005,-23.555415375,2025-10-16 14:02:05-03:00,POINT (350506.348699637 7394230.008398207),,,,
14:02:00,34937,407N-10,METRÔ PENHA - TERM. CID. TIRADENTES,48972,-46.485155500000005,-23.5871885,2025-10-16 14:02:27-03:00,POINT (348453.68277570116 7390690.170198988),,,,
14:02:00,2186,4013-10,TERM. SÃO MATEUS - JD. STO. ANDRÉ,48999,-46.44333025,-23.6303875,2025-10-16 14:02:30-03:00,POINT (352770.45761076646 7385950.303717442),,,,
14:02:00,327,4491-10,TERM. PQ. D. PEDRO II - VL. LIVIERO,51301,-46.60177625,-23.65123225,2025-10-16 14:01:57-03:00,POINT (336631.03234858415 7383469.763202174),,,,
14:02:00,33116,477P-10,RIO PEQUENO - IPIRANGA,51303,-46.608872,-23.6128265,2025-10-16 14:02:08-03:00,POINT (335859.30488893273 7387714.618848268),,,,
14:02:00,2127,4732-31,METRÔ SAÚDE - VL. LIVIERO,51306,-46.59644875,-23.65043325,2025-10-16 14:02:38-03:00,POINT (337173.5036655001 7383564.329535364),,,,
14:02:00,34429,5038-10,TERM. SACOMÃ - PQ. BRISTOL,51308,-46.6004515,-23.604497,2025-10-16 14:02:22-03:00,POINT (336708.2148122024 7388646.651299529),,,,
14:02:00,34440,5029-10,TERM. SACOMÃ - JD. PATENTE,51309,-46.5852295,-23.6201475,2025-10-16 14:02:16-03:00,POINT (338280.7774771772 7386930.8527986035),,,,
14:02:00,34514,5031-10,TERM. SACOMÃ - VL. ARAPUÁ,55002,-46.5923005,-23.637237,2025-10-16 14:02:22-03:00,POINT (337580.37882854603 7385030.381027484),,,,
14:02:00,1746,5031-10,TERM. SACOMÃ - VL. ARAPUÁ,55020,-46.58837,-23.6342675,2025-10-16 14:02:22-03:00,POINT (337977.71658385027 7385363.680560936),,,,
14:02:00,33877,4734-10,METRÔ SAÚDE - VL. MORAES,55036,-46.6105505,-23.6406075,2025-10-16 14:02:42-03:00,POINT (335722.6967500099 7384636.265810562),,,,
14:02:00,1680,4726-10,METRÔ TATUAPÉ - MOOCA,55533,-46.60321,-23.566068,2025-10-16 13:58:02-03:00,POINT (336379.06246743933 7392899.036017589),,,,
14:02:00,104,637V-10,TERM. STO. AMARO - PQ. AMÉRICA,61458,-46.6836575,-23.730277,2025-10-16 14:02:04-03:00,POINT (328381.5514174784 7374620.08411804),,,,
14:02:00,34049,5129-10,TERM. GUARAPIRANGA - JD. MIRIAM,63709,-46.7352095,-23.668323,2025-10-16 14:02:21-03:00,POINT (323042.135927222 7381418.006333133),,,,
14:02:00,1285,546L-10,TERM. STO. AMARO - JD. LUSO,63710,-46.68924125,-23.68175025,2025-10-16 14:02:17-03:00,POINT (327748.5584288043 7379987.311851751),,,,
14:02:00,34053,546L-10,TERM. STO. AMARO - JD. LUSO,63711,-46.662561,-23.6744495,2025-10-16 14:02:09-03:00,POINT (330460.23658808455 7380827.7828308735),,,,
14:02:00,593,5175-10,PÇA. DA SÉ - BALN. SÃO FRANCISCO,63712,-46.6565085,-23.5823335,2025-10-16 14:02:31-03:00,POINT (330959.31799672806 7391035.909724688),,,,
14:02:00,35365,627M-10,TERM. STO. AMARO - MAR PAULISTA,64702,-46.671195625,-23.697118625,2025-10-16 14:02:20-03:00,POINT (329608.97403358645 7378307.078456089),,,,
14:02:00,33377,875A-10,PERDIZES - AEROPORTO,64703,-46.65694675,-23.61420275,2025-10-16 14:02:03-03:00,POINT (330955.45656148787 7387506.196706302),,,,
14:02:00,2522,605A-10,METRÔ JABAQUARA - CENTRO PARALIMPICO,64704,-46.632075,-23.6497055,2025-10-16 14:02:02-03:00,POINT (333538.29282481456 7383603.833653301),,,,
14:02:00,35365,627M-10,TERM. STO. AMARO - MAR PAULISTA,64705,-46.708767,-23.66327175,2025-10-16 14:02:07-03:00,POINT (325732.6116129445 7382009.947051587),,,,
14:02:00,609,875A-10,PERDIZES - AEROPORTO,64706,-46.663254,-23.6431545,2025-10-16 14:02:33-03:00,POINT (330349.1711842858 7384292.594261173),,,,
14:02:00,2597,627M-10,TERM. STO. AMARO - MAR PAULISTA,64707,-46.715183875,-23.654869,2025-10-16 14:02:37-03:00,POINT (325066.8759974269 7382932.639758833),,,,
14:02:00,609,875A-10,PERDIZES - AEROPORTO,64713,-46.6627935,-23.6434085,2025-10-16 14:02:16-03:00,POINT (330396.4783628966 7384265.013149002),,,,
14:02:00,33377,875A-10,PERDIZES - AEROPORTO,64715,-46.63914925,-23.61787825,2025-10-16 14:02:31-03:00,POINT (332776.1946421672 7387120.104935082),,,,
14:02:00,33377,875A-10,PERDIZES - AEROPORTO,64716,-46.659910125,-23.5584995,2025-10-16 14:02:36-03:00,POINT (330581.54296359717 7393671.255902756),,,,
14:02:00,609,875A-10,PERDIZES - AEROPORTO,64717,-46.64900175,-23.53769,2025-10-16 14:02:01-03:00,POINT (331668.6113802928 7395988.532097032),,,,
14:02:00,609,875A-10,PERDIZES - AEROPORTO,64718,-46.6407295,-23.577326,2025-10-16 14:02:05-03:00,POINT (332563.45652709296 7391608.979427269),,,,
14:02:00,34051,5164-10,PQ. IBIRAPUERA - VL. STA. CATARINA,64719,-46.6437285,-23.6408175,2025-10-16 14:02:40-03:00,POINT (332338.15674215823 7384574.453967069),,,,
14:02:00,1290,576C-10,TERM. STO. AMARO - METRÔ JABAQUARA,64720,-46.635372,-23.637787000000003,2025-10-16 14:02:12-03:00,POINT (333186.8441492381 7384919.835562526),,,,
14:02:00,1290,576C-10,TERM. STO. AMARO - METRÔ JABAQUARA,64722,-46.68973525,-23.6675125,2025-10-16 14:02:10-03:00,POINT (327679.49834317324 7381563.433212278),,,,
14:02:00,33043,675P-10,METRÔ CONCEIÇÃO - SHOP. SP MARKET,64723,-46.7018005,-23.677098,2025-10-16 14:02:26-03:00,POINT (326461.49177119194 7380487.284758965),,,,
14:02:00,1290,576C-10,TERM. STO. AMARO - METRÔ JABAQUARA,64724,-46.6322935,-23.638162,2025-10-16 14:02:02-03:00,POINT (333501.3935476675 7384881.90024025),,,,
14:02:00,609,875A-10,PERDIZES - AEROPORTO,64725,-46.677424625,-23.535499125,2025-10-16 14:02:27-03:00,POINT (328763.78106332786 7396197.497919243),,,,
14:02:00,33043,675P-10,METRÔ CONCEIÇÃO - SHOP. SP MARKET,64726,-46.632395,-23.638283,2025-10-16 14:02:39-03:00,POINT (333491.1914559527 7384868.3824473675),,,,
14:02:00,1290,576C-10,TERM. STO. AMARO - METRÔ JABAQUARA,64727,-46.644996,-23.6460055,2025-10-16 14:02:11-03:00,POINT (332215.4632629695 7383998.446417762),,,,
14:02:00,1283,5164-10,PQ. IBIRAPUERA - VL. STA. CATARINA,64728,-46.660615875,-23.650207375,2025-10-16 14:02:43-03:00,POINT (330627.39192789595 7383514.686289549),,,,
14:02:00,34058,576C-10,TERM. STO. AMARO - METRÔ JABAQUARA,64729,-46.6747635,-23.657979,2025-10-16 14:02:41-03:00,POINT (329194.237802055 7382637.190345607),,,,
14:02:00,34058,576C-10,TERM. STO. AMARO - METRÔ JABAQUARA,64730,-46.6523095,-23.66002,2025-10-16 14:02:34-03:00,POINT (331487.328861865 7382437.862389434),,,,
14:02:00,609,875A-10,PERDIZES - AEROPORTO,64731,-46.661422375,-23.617138,2025-10-16 14:02:02-03:00,POINT (330502.5351934034 7387175.847247675),,,,
14:02:00,33043,675P-10,METRÔ CONCEIÇÃO - SHOP. SP MARKET,64733,-46.704194,-23.659588,2025-10-16 14:02:21-03:00,POINT (326194.2085981684 7382423.472526657),,,,
14:02:00,33377,875A-10,PERDIZES - AEROPORTO,64734,-46.648037,-23.541013,2025-10-16 14:02:35-03:00,POINT (331771.34089276544 7395621.6794316545),,,,
14:02:00,602,574A-10,LGO. CAMBUCI - AMERICANÓPOLIS,64735,-46.642662,-23.6683785,2025-10-16 14:02:23-03:00,POINT (332482.07918208896 7381523.599729182),,,,
14:02:00,33370,574A-10,LGO. CAMBUCI - AMERICANÓPOLIS,64736,-46.6347955,-23.5875825,2025-10-16 14:02:14-03:00,POINT (333182.10293466673 7390480.113921569),,,,
14:02:00,34058,576C-10,TERM. STO. AMARO - METRÔ JABAQUARA,64737,-46.6322935,-23.638162,2025-10-16 14:02:34-03:00,POINT (333501.3935476675 7384881.90024025),,,,
14:02:00,602,574A-10,LGO. CAMBUCI - AMERICANÓPOLIS,64738,-46.639234,-23.6189175,2025-10-16 14:02:17-03:00,POINT (332768.866476156 7387004.919843528),,,,
14:02:00,1290,576C-10,TERM. STO. AMARO - METRÔ JABAQUARA,64739,-46.64515875,-23.64649975,2025-10-16 14:02:07-03:00,POINT (332199.49066580436 7383943.52191286),,,,
14:02:00,34051,5164-10,PQ. IBIRAPUERA - VL. STA. CATARINA,64740,-46.65092725,-23.5958135,2025-10-16 14:02:19-03:00,POINT (331546.18985986954 7389549.721170589),,,,
14:02:00,609,875A-10,PERDIZES - AEROPORTO,64741,-46.6629385,-23.53359425,2025-10-16 14:02:05-03:00,POINT (330240.40606598346 7396425.663881632),,,,
14:02:00,1283,5164-10,PQ. IBIRAPUERA - VL. STA. CATARINA,64742,-46.6411415,-23.635131,2025-10-16 14:02:37-03:00,POINT (332594.84831658844 7385207.210253416),,,,
14:02:00,33370,574A-10,LGO. CAMBUCI - AMERICANÓPOLIS,64743,-46.6413445,-23.6390905,2025-10-16 14:02:29-03:00,POINT (332579.1749667029 7384768.498308685),,,,
14:02:00,34058,576C-10,TERM. STO. AMARO - METRÔ JABAQUARA,64745,-46.695184,-23.660634,2025-10-16 14:02:30-03:00,POINT (327114.67161027354 7382318.580974277),,,,
14:02:00,34051,5164-10,PQ. IBIRAPUERA - VL. STA. CATARINA,64746,-46.63914925,-23.61787825,2025-10-16 14:02:26-03:00,POINT (332776.1946421672 7387120.104935082),,,,
14:02:00,1283,5164-10,PQ. IBIRAPUERA - VL. STA. CATARINA,64747,-46.662103,-23.6431185,2025-10-16 14:02:10-03:00,POINT (330466.54854842497 7384297.947871486),,,,
14:02:00,609,875A-10,PERDIZES - AEROPORTO,64748,-46.6365955,-23.6000025,2025-10-16 14:02:06-03:00,POINT (333014.12171702436 7389102.636321047),,,,
14:02:00,609,875A-10,PERDIZES - AEROPORTO,64749,-46.660008,-23.5582135,2025-10-16 14:02:32-03:00,POINT (330571.1845969814 7393702.811649255),,,,
14:02:00,33910,6030-10,TERM. STO. AMARO - UNISA-CAMPUS 1,66007,-46.7088475,-23.7399535,2025-10-16 14:02:29-03:00,POINT (325826.2400811348 7373517.866852788),,,,
14:02:00,32860,6031-10,EST. MENDES/VL. NATAL - TERM. GRAJAÚ,66040,-46.7011755,-23.756122,2025-10-16 14:02:03-03:00,POINT (326629.77926986804 7371736.68338222),,,,
14:02:00,35363,606C-10,CANTINHO DO CÉU - CIRCULAR,66111,-46.656983,-23.7405365,2025-10-16 14:02:28-03:00,POINT (331114.2840501755 7373515.844540606),,,,
14:02:00,35363,606C-10,CANTINHO DO CÉU - CIRCULAR,66112,-46.6583285,-23.742633,2025-10-16 14:02:30-03:00,POINT (330979.82598596904 7373282.076334021),,,,
14:02:00,1733,6083-10,TERM. GRAJAÚ - JD. ELIANA,66124,-46.667077250000006,-23.754600250000003,2025-10-16 14:02:10-03:00,POINT (330103.4986398788 7371946.373278807),,,,
14:02:00,33993,6050-10,TERM. GRAJAÚ - PQ. COCAIA,66140,-46.6946185,-23.73608675,2025-10-16 14:02:18-03:00,POINT (327271.71564465127 7373963.432704652),,,,
14:02:00,1225,6050-10,TERM. GRAJAÚ - PQ. COCAIA,66143,-46.688211,-23.7507,2025-10-16 14:02:05-03:00,POINT (327944.1501404015 7372352.8830317985),,,,
14:02:00,33919,6062-10,JD. CASTRO ALVES - TERM. GRAJAÚ,66145,-46.695484750000006,-23.73505825,2025-10-16 14:02:02-03:00,POINT (327182.04630322807 7374076.28003031),,,,
14:02:00,32945,6021-10,JD. NOVA ERA - TERM. VARGINHA,66146,-46.723071,-23.776175,2025-10-16 14:02:32-03:00,POINT (324424.8332338033 7369489.046945361),,,,
14:02:00,177,6021-10,JD. NOVA ERA - TERM. VARGINHA,66174,-46.7430335,-23.794942,2025-10-16 14:02:09-03:00,POINT (322415.8057279689 7367385.86524084),,,,
14:02:00,1189,6120-10,TERM. GRAJAÚ - JD. LUCÉLIA,66407,-46.66747,-23.7566065,2025-10-16 14:02:29-03:00,POINT (330066.07017842296 7371723.72714445),,,,
14:02:00,1142,6030-10,TERM. STO. AMARO - UNISA-CAMPUS 1,66503,-46.701288375,-23.702216375,2025-10-16 14:02:42-03:00,POINT (326546.9211665508 7377706.2301813895),,,,
14:02:00,33910,6030-10,TERM. STO. AMARO - UNISA-CAMPUS 1,66511,-46.693752,-23.68238275,2025-10-16 14:02:24-03:00,POINT (327289.3392208257 7379911.810529927),,,,
14:02:00,32863,6034-10,TERM. GRAJAÚ - PQ. RES. COCAIA,66614,-46.6691325,-23.7476565,2025-10-16 14:02:26-03:00,POINT (329884.97699183633 7372712.882510917),,,,
14:02:00,1142,6030-10,TERM. STO. AMARO - UNISA-CAMPUS 1,66648,-46.713502000000005,-23.7271695,2025-10-16 14:02:04-03:00,POINT (325334.68923469895 7374927.908576064),,,,
14:02:00,1151,6062-10,JD. CASTRO ALVES - TERM. GRAJAÚ,66753,-46.697469,-23.737047,2025-10-16 14:02:06-03:00,POINT (326982.38195093337 7373853.627890515),,,,
14:02:00,1142,6030-10,TERM. STO. AMARO - UNISA-CAMPUS 1,66778,-46.71154075,-23.653890625,2025-10-16 14:02:32-03:00,POINT (325437.2181269672 7383045.448005375),,,,
14:02:00,33910,6030-10,TERM. STO. AMARO - UNISA-CAMPUS 1,66779,-46.709109,-23.7401115,2025-10-16 14:02:12-03:00,POINT (325799.7915843817 7373500.049132083),,,,
14:02:00,33910,6030-10,TERM. STO. AMARO - UNISA-CAMPUS 1,66784,-46.708802250000005,-23.73943025,2025-10-16 14:02:22-03:00,POINT (325830.15714732977 7373575.868892703),,,,
14:02:00,92,6031-10,EST. MENDES/VL. NATAL - TERM. GRAJAÚ,66805,-46.6978045,-23.7379375,2025-10-16 14:02:12-03:00,POINT (326949.355379002 7373754.60298173),,,,
14:02:00,32860,6031-10,EST. MENDES/VL. NATAL - TERM. GRAJAÚ,66812,-46.69784775,-23.73824725,2025-10-16 14:02:34-03:00,POINT (326945.35551312787 7373720.247651875),,,,
14:02:00,1142,6030-10,TERM. STO. AMARO - UNISA-CAMPUS 1,66832,-46.70584775,-23.6650515,2025-10-16 14:02:31-03:00,POINT (326032.7453277097 7381816.415362993),,,,
14:02:00,1142,6030-10,TERM. STO. AMARO - UNISA-CAMPUS 1,66834,-46.708968,-23.738727,2025-10-16 14:02:33-03:00,POINT (325812.32421517774 7373653.5464384025),,,,
14:02:00,1151,6062-10,JD. CASTRO ALVES - TERM. GRAJAÚ,66887,-46.682361,-23.743216,2025-10-16 14:02:25-03:00,POINT (328530.6731523798 7373188.748323722),,,,
14:02:00,33910,6030-10,TERM. STO. AMARO - UNISA-CAMPUS 1,66897,-46.71239975,-23.66065525,2025-10-16 14:02:22-03:00,POINT (325358.5763084373 7382295.263982181),,,,
14:02:00,33910,6030-10,TERM. STO. AMARO - UNISA-CAMPUS 1,66909,-46.70712425,-23.731601,2025-10-16 14:02:37-03:00,POINT (325990.82048020535 7374444.961480845),,,,
14:02:00,33910,6030-10,TERM. STO. AMARO - UNISA-CAMPUS 1,66910,-46.708802250000005,-23.73943025,2025-10-16 14:02:21-03:00,POINT (325830.15714732977 7373575.868892703),,,,
14:02:00,92,6031-10,EST. MENDES/VL. NATAL - TERM. GRAJAÚ,66925,-46.709073,-23.754704,2025-10-16 14:02:02-03:00,POINT (325822.8796363616 7371884.0643264),,,,
14:02:00,177,6021-10,JD. NOVA ERA - TERM. VARGINHA,66980,-46.716344500000005,-23.7668205,2025-10-16 14:02:01-03:00,POINT (325097.86778080853 7370533.303639728),,,,
14:02:00,63,6455-10,LGO. SÃO FRANCISCO - TERM. CAPELINHA,71029,-46.76161,-23.654844500000003,2025-10-16 14:02:41-03:00,POINT (320330.79551711906 7382877.68073222),,,,
14:02:00,32836,675I-10,METRÔ SÃO JUDAS - TERM. JOÃO DIAS,71030,-46.71490025,-23.645047750000003,2025-10-16 14:02:02-03:00,POINT (325082.7463171416 7384020.619676802),,,,
14:02:00,68,675I-10,METRÔ SÃO JUDAS - TERM. JOÃO DIAS,71032,-46.649355875,-23.616033875000003,2025-10-16 14:02:20-03:00,POINT (331732.37627834146 7387312.373323714),,,,
14:02:00,63,6455-10,LGO. SÃO FRANCISCO - TERM. CAPELINHA,71033,-46.634716,-23.552186,2025-10-16 14:02:36-03:00,POINT (333145.4851723381 7394399.966048749),,,,
14:02:00,52,6001-10,TERM. STO. AMARO - TERM. CAPELINHA,71034,-46.762589000000006,-23.6540245,2025-10-16 14:02:39-03:00,POINT (320229.8031523477 7382967.25865642),,,,
14:02:00,32814,6500-10,TERM. BANDEIRA - TERM. STO. AMARO,71036,-46.653584,-23.558258,2025-10-16 14:02:42-03:00,POINT (331227.03239363444 7393705.465125867),,,,
14:02:00,32816,5111-10,TERM. PQ. D. PEDRO II - TERM. STO. AMARO,71037,-46.686779625,-23.625450375,2025-10-16 14:02:16-03:00,POINT (327925.9561591336 7386225.027776783),,,,
14:02:00,59,6450-10,TERM. BANDEIRA - TERM. CAPELINHA,71038,-46.66202125,-23.57027475,2025-10-16 14:02:06-03:00,POINT (330381.1561819288 7392364.771825604),,,,
14:02:00,46,6500-10,TERM. BANDEIRA - TERM. STO. AMARO,71039,-46.7121185,-23.654395,2025-10-16 14:02:05-03:00,POINT (325378.9503710426 7382988.885455426),,,,
14:02:00,32814,6500-10,TERM. BANDEIRA - TERM. STO. AMARO,71040,-46.706578750000006,-23.65023975,2025-10-16 14:02:08-03:00,POINT (325938.5701364981 7383455.814520892),,,,
14:02:00,1450,6505-10,TERM. BANDEIRA - TERM. GUARAPIRANGA,71043,-46.7083385,-23.6640785,2025-10-16 14:02:18-03:00,POINT (325777.39021401014 7381921.128685921),,,,
14:02:00,32787,6820-10,TERM. CAPELINHA - JD. DAS ROSAS,72001,-46.762288,-23.6539115,2025-10-16 14:02:32-03:00,POINT (320260.3549142501 7382980.151889415),,,,
14:02:00,5,6801-10,TERM. JOÃO DIAS - JD. IBIRAPUERA,72002,-46.73245,-23.6492395,2025-10-16 14:02:42-03:00,POINT (323297.95911561046 7383534.80168736),,,,
14:02:00,32773,6801-10,TERM. JOÃO DIAS - JD. IBIRAPUERA,72003,-46.73149725,-23.656381125,2025-10-16 14:02:05-03:00,POINT (323404.74735070963 7382745.092406582),,,,
14:02:00,19,6820-10,TERM. CAPELINHA - JD. DAS ROSAS,72004,-46.773087,-23.659925625,2025-10-16 14:01:59-03:00,POINT (319166.974842406 7382300.475670674),,,,
14:02:00,30,6804-10,TERM. JOÃO DIAS - JD. INGÁ,72005,-46.75117325,-23.633143,2025-10-16 14:02:04-03:00,POINT (321366.01372891886 7385294.093764842),,,,
14:02:00,12,6835-10,TERM. CAPELINHA - VALO VELHO,72006,-46.7699425,-23.66394475,2025-10-16 14:02:36-03:00,POINT (319493.2648675387 7381859.35855188),,,,
14:02:00,32798,6804-10,TERM. JOÃO DIAS - JD. INGÁ,72007,-46.73414,-23.6438525,2025-10-16 14:02:41-03:00,POINT (323118.3063822094 7384129.283980075),,,,
14:02:00,32787,6820-10,TERM. CAPELINHA - JD. DAS ROSAS,72008,-46.762288,-23.6539115,2025-10-16 14:02:31-03:00,POINT (320260.3549142501 7382980.151889415),,,,
14:02:00,32787,6820-10,TERM. CAPELINHA - JD. DAS ROSAS,72009,-46.7770965,-23.6603565,2025-10-16 14:02:14-03:00,POINT (318758.55997011333 7382247.671398742),,,,
14:02:00,32787,6820-10,TERM. CAPELINHA - JD. DAS ROSAS,72010,-46.783842,-23.667013,2025-10-16 14:02:01-03:00,POINT (318079.66745566356 7381501.908455748),,,,
14:02:00,30,6804-10,TERM. JOÃO DIAS - JD. INGÁ,72011,-46.7480205,-23.6362425,2025-10-16 14:02:40-03:00,POINT (321691.88789131586 7384954.782066304),,,,
14:02:00,34657,7060-10,TERM. CAMPO LIMPO - VALO VELHO,72012,-46.772093,-23.6315095,2025-10-16 14:02:36-03:00,POINT (319229.32236019033 7385448.678795599),,,,
14:02:00,32787,6820-10,TERM. CAPELINHA - JD. DAS ROSAS,72015,-46.761801000000006,-23.6542495,2025-10-16 14:02:27-03:00,POINT (320310.4977539915 7382943.333374465),,,,
14:02:00,2125,5119-23,INSTITUTO LUCY MONTORO - TERM. JOÃO DIAS,72016,-46.736148,-23.641005,2025-10-16 14:02:33-03:00,POINT (322909.61512159545 7384442.137260085),,,,
14:02:00,32787,6820-10,TERM. CAPELINHA - JD. DAS ROSAS,72018,-46.793166,-23.6643575,2025-10-16 14:02:34-03:00,POINT (317124.87736664375 7381784.073215417),,,,
14:02:00,34657,7060-10,TERM. CAMPO LIMPO - VALO VELHO,72020,-46.7870015,-23.67167,2025-10-16 14:02:04-03:00,POINT (317763.84289389546 7380982.13198258),,,,
14:02:00,19,6820-10,TERM. CAPELINHA - JD. DAS ROSAS,72021,-46.79199225,-23.66458425,2025-10-16 14:02:18-03:00,POINT (317244.9236606504 7381760.465586709),,,,
14:02:00,32787,6820-10,TERM. CAPELINHA - JD. DAS ROSAS,72022,-46.7885955,-23.6601465,2025-10-16 14:02:41-03:00,POINT (317585.2562580665 7382256.275238085),,,,
14:02:00,32780,6835-10,TERM. CAPELINHA - VALO VELHO,72023,-46.772805000000005,-23.667064,2025-10-16 14:02:32-03:00,POINT (319205.56232772465 7381510.291811816),,,,
14:02:00,32780,6835-10,TERM. CAPELINHA - VALO VELHO,72025,-46.789238,-23.683073,2025-10-16 14:02:42-03:00,POINT (317551.559069991 7379716.434672002),,,,
14:02:00,12,6835-10,TERM. CAPELINHA - VALO VELHO,72026,-46.789263000000005,-23.6833385,2025-10-16 14:02:18-03:00,POINT (317549.37820704666 7379686.999564016),,,,
14:02:00,32798,6804-10,TERM. JOÃO DIAS - JD. INGÁ,72027,-46.7484015,-23.640164,2025-10-16 14:02:15-03:00,POINT (321658.33077401627 7384520.02400884),,,,
14:02:00,32801,6813-10,TERM. CAPELINHA - JD. LÍDIA,72028,-46.762141,-23.655376,2025-10-16 14:02:33-03:00,POINT (320277.3529546951 7382818.151366824),,,,
14:02:00,19,6820-10,TERM. CAPELINHA - JD. DAS ROSAS,72046,-46.7897635,-23.6580015,2025-10-16 14:02:20-03:00,POINT (317463.1294347968 7382492.331563929),,,,
14:02:00,32793,6815-10,TERM. CAPELINHA - JD. COMERCIAL,72047,-46.77918150000001,-23.6719495,2025-10-16 14:02:31-03:00,POINT (318561.87795504974 7380961.1483505955),,,,
